count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,,,
34,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90922750/723348?src=19,Senior Virtualization Engineer,Taurean Consulting,Las Vegas,,,,,
35,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90833617/568166?src=19,Test Analyst,Louisiana Economic Development,Baton Rouge,,,,,
36,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90885477/725939?src=19,Infrastructure Manager,SinglePoint Staffing,,,,,,
37,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/70000126/248352?src=19,Security Assoc Info Sec Data Analyst,Federal Reserve Bank,Chicago,,,,,
38,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/atrilogy/7996414?src=19,Senior Systems Engineer,Atrilogy Solutions Group,,,,,,
39,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/napil006/JWFJava?src=19,Sr. Java EE Developer,Request Technology,,,,,,
40,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10502868/646774?src=19,Incident Response Analyst,Tiro Security,Los Angeles,,,,,
41,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10123166/510BR?src=19,Application Support Analyst,ARGO Data Resources Corp.,Richardson,,,,,
42,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115968/728960?src=19,Jr. Security Analyst/Engineer,WaveStrong,,,,,,
43,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10519040/16-02676?src=19,IT Security Analyst,VALiNTRY Services,Orlando,,,,,
44,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10123520/666272?src=19,DB2 Administrator,nfrastructure,Malta,,,,,
45,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/70000126/248351?src=19,Senior Information Security Data Analyst,Federal Reserve Bank,Chicago,,,,,
46,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10202332/704303?src=19,Server Management requirement,Rang Technologies Inc.,Hollywood,,,,,
47,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10493239/714460?src=19,Senior Enterprise Architect - Data Architecture,TMNA Services,,,,,,
48,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/trinova/071016?src=19,Security Engineer,TriNova,,,,,,
49,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/apn/C#_9484?src=19,Software Engineer- C#,,,,,,,
50,71,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Logging&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxmnpwr1/FOX_11170314-940?src=19,Health and Safety Specialist,Experis,Owensville,,,,,
count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,,,
1,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/alphacon/16-01097?src=19,Scientific Application Support with LES,,,,,,,
2,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/tentekgl/JE12365?src=19,Sr Node.js / JavaScript Developer,Tentek,,,,,,
3,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxmodbma/682437?src=19,SW test c# c++ Windows,Systems Pros Inc.,Grand Rapids,,,,,
4,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10314755/IBMCS?src=19,IBM Analytics Cloud Security and Compliance-Remote,DATASYS CONSULTING & SOFTWARE INC,Princeton,,,,,
5,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/uhgbot/677123?src=19,SharePoint Server Administator - Multiple Locations,UnitedHealth Group,Eden Prairie,,,,,
6,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10121414/120388?src=19,Security Analyst III/SR/Advisor/SR Advisor Job Family -,Anthem,,,,,,
7,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122789/27242?src=19,Financial Crimes Business Systems Analyst Job,First Citizens Bank,Raleigh,,,,,
8,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10113809/9990205?src=19,Cassandra Technical Architect,InfiCare Technologies,Jersey City,,,,,
9,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90878372/TE0016?src=19,Automation Tester with WebServices,Zione Solutions LLC,Baltimore,,,,,
10,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10443786/727608?src=19,Senior Data Engineer,FusionForte,Mountain View,,,,,
11,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10175336/56745?src=19,Business Analyst - Healthcare,Sedna Consulting Group,Tampa,,,,,
12,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/fastoh/MM35138?src=19,Business Analyst,Fast Switch,,,,,,
13,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122753/94835?src=19,QA Tester,Ciber,Germantown,,,,,
14,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxcnetut/16-03293?src=19,Business Analyst,ConsultNet,,,,,,
15,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10221578/45621?src=19,.NET Developer,Unique Key Resource Inc,Memphis,,,,,
16,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10109101T/739892?src=19,Hadoop Administrator,Midwest Consulting Group,,,,,,
17,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/GLOPA/2016-1473?src=19,Manager,,,,,,,
18,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10156129/007949?src=19,TIBCO Developer,Advanced Business Engineering,,,,,,
19,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10282764/715788?src=19,Database Application Developer,Team Technology,,,,,,
20,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/362321?src=19,Software Development Engineer,,,,,,,
21,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/iconma/ARCH93718?src=19,Senior AWS Engineer,ICONMA,New York City,,,,,
22,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115700c/514335?src=19,Data Analyst - Business Operations,Randstad Technologies,Long Beach,,,,,
23,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10528858/16-00363?src=19,HEALTHCARE BUSINESS ANALYST,Blue Horizon Tek Solutions,,,,,,
24,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10109948/742060?src=19,Project Lead,INFOMATICS,Georgetown,,,,,
25,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10160938/WA-BOBJBI?src=19,SAP BOBJ BI Analyst,Optima Technologies Inc,Bellevue,,,,,
26,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX16eb0e/710532?src=19,Senior Firmware Engineer,Open Access Technology International,,,,,,
27,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10116608/14978?src=19,Computer Security Systems Specialist -14978,Camber Corporation,Hurlburt Field,,,,,
28,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10407883/344512?src=19,URGENT - Need strong OAM 11gR2 PS2 / PS3 experts with experience on OIM 11gR2 PS2 / PS3,RAAH TECHNOLOGIES INC,Atlanta,,,,,
29,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/matlennj/LinuxEngSME?src=19,Linux Engineer/SME,The Matlen Silver Group,,,,,,
30,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX16621e/133493?src=19,Senior Enterprise Architect,Lexmark International Inc,Lexington,,,,,
31,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90941038/739456?src=19,Business development Manager,Nastrac Group Pte Ltd,San jose,,,,,
32,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10474433/3094?src=19,Sr. Java Developer,ICON Technical Network,Portland,,,,,
33,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90558628/456987?src=19,UI Developer ONLY W2 Role,Dextro Software Systems Inc.,edison,,,,,
34,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10208346/2315_UXD_NY?src=19,UX Designer,Collabera,Long Island City,,,,,
35,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/alphacon/16-01487?src=19,Biostatistician with Clinical Experience,Alpha Consulting Corp.,Jersey City,,,,,
36,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10405976/1810-BigData?src=19,BIG DATA ENGINEER,Somasoft Solutions. Inc.,Chevy Chase,,,,,
37,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/RE1-131749328?src=19,Materials Engineer Chemical/Paints/Coatings,CyberCoders,Ithaca,,,,,
38,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10204742/JO160810702-152?src=19,Agile Business Analyst,Strategic IT Staffing,Sacramento,,,,,
39,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/kforcecx/ITEQG1570498?src=19,Business Analyst,Kforce Inc.,Saint Louis,,,,,
40,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10117022/Whit_ATR124671?src=19,Capital Markets Analyst,ATR International,,,,,,
41,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10507176/183627?src=19,Salesforce Developer and Administrator,Symbiotic Consulting Group,Boca Raton,,,,,
42,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115336/723791?src=19,Mobile Application Developer,Powersolv,Rockville,,,,,
43,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/geneva/CQ8279?src=19,Project Coordinator,GENEVA CONSULTING GROUP,Stamford,,,,,
44,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/rsystems/MDH03?src=19,Solution Architect (12+ years experience),R Systems,,,,,,
45,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10120317/686114?src=19,Need: Java Developer - St Louis,,,,,,,
46,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/kforcecx/ITAQG1564335?src=19,Data Reporting Programmer / Analyst,Kforce Inc.,New London,,,,,
47,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/439219?src=19,Sr. Big Data Consultant,Amazon,San Francisco,,,,,
48,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110872/76yy_DADH_MSN?src=19,Data analyst (direct-hire),TeamSoft,Madison,,,,,
49,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10230010/250408?src=19,Project Manager 5,ettain group,Winston Salem,,,,,
50,13568,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=understand+the+business+and+the+problem&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX174b51/694266?src=19,Sr. Systems Engineer,Hub International,Chicago,,,,,
count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,,,
1,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ndi/564851?src=19,Oracle DBA,eclaro,atlanta,,,,,
2,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10443786/727608?src=19,Senior Data Engineer,FusionForte,Mountain View,,,,,
3,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110305/738693?src=19,Technical Analyst - Hyperion,Aptude,,,,,,
4,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/rhalfint/01310-0008841648?src=19,Network Security Administrator,Robert Half Technology,St. Charles,,,,,
5,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/fastoh/MM35138?src=19,Business Analyst,Fast Switch,,,,,,
6,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16020445?src=19,Life Cycle Cost Engineer 5,NORTHROP GRUMMAN,Redondo Beach,,,,,
7,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10228513/16-05976?src=19,Data Analyst,Genuent,,,,,,
8,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10109101T/739892?src=19,Hadoop Administrator,Midwest Consulting Group,,,,,,
9,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90827581/593983?src=19,Java/J2SE - SPRING - Restful,2 Bridge Partners,New York,,,,,
10,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/TRIADW/700161?src=19,Principal Engineer - AWS,TRIAD Group,Seattle,,,,,
11,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/GLOPA/2016-1473?src=19,Manager,,,,,,,
12,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10125889/PS_GA?src=19,Network Manager,Presidio Networked Solutions Group,,,,,,
13,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX16621e/133493?src=19,Senior Enterprise Architect,Lexmark International Inc,Lexington,,,,,
14,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10333482/703223?src=19,Analytics Analyst,Lawrence Harvey,Pittsburgh,,,,,
15,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10507176/687967?src=19,Solution Architect,Symbiotic Consulting Group,Fort Lauderdale,,,,,
16,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ccetx001/691641?src=19,Data Migration Consultant with PS,Automation Image Inc.,Milwaukee,,,,,
17,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10205797/7998634?src=19,Quantitative Analyst,Addastaff,San Francisco,,,,,
18,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10117022/Whit_ATR124671?src=19,Capital Markets Analyst,ATR International,,,,,,
19,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTL76384/16002871?src=19,Manager II-OSS,Windstream,Little Rock,,,,,
20,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10293883/429929?src=19,Senior Enterprise  Data Architect,Tier1 Information Technology,New York,,,,,
21,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/kforcecx/ITAQG1564335?src=19,Data Reporting Programmer / Analyst,Kforce Inc.,New London,,,,,
22,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/439219?src=19,Sr. Big Data Consultant,Amazon,San Francisco,,,,,
23,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10113579/731504?src=19,Technical Business Analyst,Matlen Silver Group,Charlotte,,,,,
24,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10116288/100416-A?src=19,Sr. Data Engineer,Prokarma,,,,,,
25,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10115700c/512721?src=19,Sr. Dev Ops Platform Engineers,Randstad Technologies,NJ,10/18/16,,,,
26,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90918768/731891?src=19,Healthcare Insurance - Data Analyst,Nityo AR,Watertown,,,,,
27,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/touchw/475163?src=19,Enterprise Data Architect,Touch World Inc.,Lansing,,,,,
28,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10120349/AccountEXec?src=19,Business Development & Account Managers,InfoTech Spectrum Inc,santa clara,,,,,
29,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90969990/738039?src=19,Energy Systems Administrator - Sioux Falls,,,,,,,
30,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10286183/732401?src=19,Engineering Manager - Juju Charm,Canonical USA Inc.,Austin,,,,,
31,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16015853?src=19,C2BMC Algorithm Systems Engineer 4 (15-187),NORTHROP GRUMMAN,Huntsville,,,,,
32,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10229311/729897?src=19,Production Database Administrator,School Innovations & Achievement,El Dorado Hills,,,,,
33,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10341964/588973?src=19,Enterprise Data Arch - [0000- No C2C],PMC,Dearborn,,,,,
34,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/iconma/L3PythonSASVA?src=19,Level 3 - Python / SAS - Data Analyst - Mclean,,,,,,,
35,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10114418/16826?src=19,Business Intelligence Specialist II,The Methodist Hospital System,Houston,,,,,
36,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10126049/709497?src=19,Oracle Reports Developer,PITech Solutions Inc.,Raleigh,,,,,
37,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX1b6efa/4726008?src=19,java developer j2ee developer,TrafficCast International,,,,,,
38,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106525/24091352000005552?src=19,Qlikview/Tableau Consultant,Deloitte,Los Angeles,,,,,
39,7038,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Understanding+the+data&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10113940/16418-1?src=19,SAP and Analytics advisor with a background in statistics or advanced mathematics,E Business Staffing,Dallas,,,,,
